activity_setting_code,activity_setting_desc,activity_type_code,activity_type_desc,activity_unit_type,fin_year,type_weight,setting_weight,activity_price,start_date,end_date
AV,Audiovisual,T05,Crisis respite care occupied bed nights,CON,2014/15,0,2,0,1/07/2014,30/06/2015
AV,Audiovisual,T05,Crisis respite care occupied bed nights,CON,2015/16,0,2,0,1/07/2015,30/06/2016
AV,Audiovisual,T07,Group programme session attendances,BED,2006/07,0,0,0,1/07/2006,30/06/2007
AV,Audiovisual,T07,Group programme session attendances,BED,2007/08,0,0,0,1/07/2007,30/06/2008
AV,Audiovisual,T07,Group programme session attendances,BED,2008/09,0,0,0,1/07/2008,30/06/2009
AV,Audiovisual,T07,Group programme session attendances,BED,2009/10,0,0,0,1/07/2009,30/06/2010
AV,Audiovisual,T07,Group programme session attendances,BED,2010/11,0,0,0,1/07/2010,30/06/2011
AV,Audiovisual,T07,Group programme session attendances,BED,2011/12,0,0,0,1/07/2011,30/06/2012
AV,Audiovisual,T07,Group programme session attendances,BED,2012/13,0,0,0,1/07/2012,30/06/2013
AV,Audiovisual,T07,Group programme session attendances,BED,2013/14,0,0,0,1/07/2013,30/06/2014
AV,Audiovisual,T07,Group programme session attendances,BED,2014/15,0,0,0,1/07/2014,30/06/2015
AV,Audiovisual,T07,Group programme session attendances,BED,2015/16,0,0,0,1/07/2015,30/06/2016
AV,Audiovisual,T07,Group programme session attendances,CON,2006/07,1,2,311.0279125,1/07/2006,30/06/2007
AV,Audiovisual,T07,Group programme session attendances,CON,2007/08,1,2,320.6465392,1/07/2007,30/06/2008
AV,Audiovisual,T07,Group programme session attendances,CON,2008/09,1,2,331.265503,1/07/2008,30/06/2009
AV,Audiovisual,T07,Group programme session attendances,CON,2009/10,1,2,337.3444751,1/07/2009,30/06/2010
AV,Audiovisual,T07,Group programme session attendances,CON,2010/11,1,2,350.1949604,1/07/2010,30/06/2011
AV,Audiovisual,T07,Group programme session attendances,CON,2011/12,1,2,357.9668107,1/07/2011,30/06/2012
AV,Audiovisual,T07,Group programme session attendances,CON,2012/13,1,2,360.8908732,1/07/2012,30/06/2013
AV,Audiovisual,T07,Group programme session attendances,CON,2013/14,1,2,366.4312022,1/07/2013,30/06/2014
AV,Audiovisual,T07,Group programme session attendances,CON,2014/15,1,2,368.6627236,1/07/2014,30/06/2015
AV,Audiovisual,T07,Group programme session attendances,CON,2015/16,1,2,369.8939078,1/07/2015,30/06/2016
AV,Audiovisual,T08,Care/liaison coordination contacts,BED,2006/07,0,0,0,1/07/2006,30/06/2007
AV,Audiovisual,T08,Care/liaison coordination contacts,BED,2007/08,0,0,0,1/07/2007,30/06/2008
AV,Audiovisual,T08,Care/liaison coordination contacts,BED,2008/09,0,0,0,1/07/2008,30/06/2009
AV,Audiovisual,T08,Care/liaison coordination contacts,BED,2009/10,0,0,0,1/07/2009,30/06/2010
AV,Audiovisual,T08,Care/liaison coordination contacts,BED,2010/11,0,0,0,1/07/2010,30/06/2011
AV,Audiovisual,T08,Care/liaison coordination contacts,BED,2011/12,0,0,0,1/07/2011,30/06/2012
AV,Audiovisual,T08,Care/liaison coordination contacts,BED,2012/13,0,0,0,1/07/2012,30/06/2013
AV,Audiovisual,T08,Care/liaison coordination contacts,BED,2013/14,0,0,0,1/07/2013,30/06/2014
AV,Audiovisual,T08,Care/liaison coordination contacts,BED,2014/15,0,0,0,1/07/2014,30/06/2015
AV,Audiovisual,T08,Care/liaison coordination contacts,BED,2015/16,0,0,0,1/07/2015,30/06/2016
AV,Audiovisual,T08,Care/liaison coordination contacts,CON,2006/07,1,2,311.0279125,1/07/2006,30/06/2007
AV,Audiovisual,T08,Care/liaison coordination contacts,CON,2007/08,1,2,320.6465392,1/07/2007,30/06/2008
AV,Audiovisual,T08,Care/liaison coordination contacts,CON,2008/09,1,2,331.265503,1/07/2008,30/06/2009
AV,Audiovisual,T08,Care/liaison coordination contacts,CON,2009/10,1,2,337.3444751,1/07/2009,30/06/2010
AV,Audiovisual,T08,Care/liaison coordination contacts,CON,2010/11,1,2,350.1949604,1/07/2010,30/06/2011
AV,Audiovisual,T08,Care/liaison coordination contacts,CON,2011/12,1,2,357.9668107,1/07/2011,30/06/2012
AV,Audiovisual,T08,Care/liaison coordination contacts,CON,2012/13,1,2,360.8908732,1/07/2012,30/06/2013
AV,Audiovisual,T08,Care/liaison coordination contacts,CON,2013/14,1,2,366.4312022,1/07/2013,30/06/2014
AV,Audiovisual,T08,Care/liaison coordination contacts,CON,2014/15,1,2,368.6627236,1/07/2014,30/06/2015
AV,Audiovisual,T08,Care/liaison coordination contacts,CON,2015/16,1,2,369.8939078,1/07/2015,30/06/2016
AV,Audiovisual,T09,Early psychosis intervention attendances,BED,2006/07,0,0,0,1/07/2006,30/06/2007
AV,Audiovisual,T09,Early psychosis intervention attendances,BED,2007/08,0,0,0,1/07/2007,30/06/2008
AV,Audiovisual,T09,Early psychosis intervention attendances,BED,2008/09,0,0,0,1/07/2008,30/06/2009
AV,Audiovisual,T09,Early psychosis intervention attendances,BED,2009/10,0,0,0,1/07/2009,30/06/2010
AV,Audiovisual,T09,Early psychosis intervention attendances,BED,2010/11,0,0,0,1/07/2010,30/06/2011
AV,Audiovisual,T09,Early psychosis intervention attendances,BED,2011/12,0,0,0,1/07/2011,30/06/2012
AV,Audiovisual,T09,Early psychosis intervention attendances,BED,2012/13,0,0,0,1/07/2012,30/06/2013
AV,Audiovisual,T09,Early psychosis intervention attendances,BED,2013/14,0,0,0,1/07/2013,30/06/2014
AV,Audiovisual,T09,Early psychosis intervention attendances,BED,2014/15,0,0,0,1/07/2014,30/06/2015
AV,Audiovisual,T09,Early psychosis intervention attendances,BED,2015/16,0,0,0,1/07/2015,30/06/2016
AV,Audiovisual,T09,Early psychosis intervention attendances,CON,2006/07,1,2,311.0279125,1/07/2006,30/06/2007
AV,Audiovisual,T09,Early psychosis intervention attendances,CON,2007/08,1,2,320.6465392,1/07/2007,30/06/2008
AV,Audiovisual,T09,Early psychosis intervention attendances,CON,2008/09,1,2,331.265503,1/07/2008,30/06/2009
AV,Audiovisual,T09,Early psychosis intervention attendances,CON,2009/10,1,2,337.3444751,1/07/2009,30/06/2010
AV,Audiovisual,T09,Early psychosis intervention attendances,CON,2010/11,1,2,350.1949604,1/07/2010,30/06/2011
AV,Audiovisual,T09,Early psychosis intervention attendances,CON,2011/12,1,2,357.9668107,1/07/2011,30/06/2012
AV,Audiovisual,T09,Early psychosis intervention attendances,CON,2012/13,1,2,360.8908732,1/07/2012,30/06/2013
AV,Audiovisual,T09,Early psychosis intervention attendances,CON,2013/14,1,2,366.4312022,1/07/2013,30/06/2014
AV,Audiovisual,T09,Early psychosis intervention attendances,CON,2014/15,1,2,368.6627236,1/07/2014,30/06/2015
AV,Audiovisual,T09,Early psychosis intervention attendances,CON,2015/16,1,2,369.8939078,1/07/2015,30/06/2016
AV,Audiovisual,T10,Completed needs assessment,BED,2006/07,0,0,0,1/07/2006,30/06/2007
AV,Audiovisual,T10,Completed needs assessment,BED,2007/08,0,0,0,1/07/2007,30/06/2008
AV,Audiovisual,T10,Completed needs assessment,BED,2008/09,0,0,0,1/07/2008,30/06/2009
AV,Audiovisual,T10,Completed needs assessment,BED,2009/10,0,0,0,1/07/2009,30/06/2010
AV,Audiovisual,T10,Completed needs assessment,BED,2010/11,0,0,0,1/07/2010,30/06/2011
AV,Audiovisual,T10,Completed needs assessment,BED,2011/12,0,0,0,1/07/2011,30/06/2012
AV,Audiovisual,T10,Completed needs assessment,BED,2012/13,0,0,0,1/07/2012,30/06/2013
AV,Audiovisual,T10,Completed needs assessment,BED,2013/14,0,0,0,1/07/2013,30/06/2014
AV,Audiovisual,T10,Completed needs assessment,BED,2014/15,0,0,0,1/07/2014,30/06/2015
AV,Audiovisual,T10,Completed needs assessment,BED,2015/16,0,0,0,1/07/2015,30/06/2016
AV,Audiovisual,T10,Completed needs assessment,CON,2006/07,1,2,311.0279125,1/07/2006,30/06/2007
AV,Audiovisual,T10,Completed needs assessment,CON,2007/08,1,2,320.6465392,1/07/2007,30/06/2008
AV,Audiovisual,T10,Completed needs assessment,CON,2008/09,1,2,331.265503,1/07/2008,30/06/2009
AV,Audiovisual,T10,Completed needs assessment,CON,2009/10,1,2,337.3444751,1/07/2009,30/06/2010
AV,Audiovisual,T10,Completed needs assessment,CON,2010/11,1,2,350.1949604,1/07/2010,30/06/2011
AV,Audiovisual,T10,Completed needs assessment,CON,2011/12,1,2,357.9668107,1/07/2011,30/06/2012
AV,Audiovisual,T10,Completed needs assessment,CON,2012/13,1,2,360.8908732,1/07/2012,30/06/2013
AV,Audiovisual,T10,Completed needs assessment,CON,2013/14,1,2,366.4312022,1/07/2013,30/06/2014
AV,Audiovisual,T10,Completed needs assessment,CON,2014/15,1,2,368.6627236,1/07/2014,30/06/2015
AV,Audiovisual,T10,Completed needs assessment,CON,2015/16,1,2,369.8939078,1/07/2015,30/06/2016
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,BED,2006/07,0,0,0,1/07/2006,30/06/2007
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,BED,2007/08,0,0,0,1/07/2007,30/06/2008
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,BED,2008/09,0,0,0,1/07/2008,30/06/2009
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,BED,2009/10,0,0,0,1/07/2009,30/06/2010
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,BED,2010/11,0,0,0,1/07/2010,30/06/2011
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,BED,2011/12,0,0,0,1/07/2011,30/06/2012
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,BED,2012/13,0,0,0,1/07/2012,30/06/2013
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,BED,2013/14,0,0,0,1/07/2013,30/06/2014
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,BED,2014/15,0,0,0,1/07/2014,30/06/2015
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,BED,2015/16,0,0,0,1/07/2015,30/06/2016
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,CON,2006/07,0,2,0,1/07/2006,30/06/2007
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,CON,2007/08,0,2,0,1/07/2007,30/06/2008
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,CON,2008/09,0,2,0,1/07/2008,30/06/2009
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,CON,2009/10,0,2,0,1/07/2009,30/06/2010
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,CON,2010/11,0,2,0,1/07/2010,30/06/2011
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,CON,2011/12,0,2,0,1/07/2011,30/06/2012
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,CON,2012/13,0,2,0,1/07/2012,30/06/2013
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,CON,2013/14,0,2,0,1/07/2013,30/06/2014
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,CON,2014/15,0,2,0,1/07/2014,30/06/2015
AV,Audiovisual,T11,Maximum secure inpatient occupied bed nights,CON,2015/16,0,2,0,1/07/2015,30/06/2016
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,BED,2006/07,0,0,0,1/07/2006,30/06/2007
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,BED,2007/08,0,0,0,1/07/2007,30/06/2008
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,BED,2008/09,0,0,0,1/07/2008,30/06/2009
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,BED,2009/10,0,0,0,1/07/2009,30/06/2010
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,BED,2010/11,0,0,0,1/07/2010,30/06/2011
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,BED,2011/12,0,0,0,1/07/2011,30/06/2012
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,BED,2012/13,0,0,0,1/07/2012,30/06/2013
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,BED,2013/14,0,0,0,1/07/2013,30/06/2014
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,BED,2014/15,0,0,0,1/07/2014,30/06/2015
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,BED,2015/16,0,0,0,1/07/2015,30/06/2016
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,CON,2006/07,0,2,0,1/07/2006,30/06/2007
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,CON,2007/08,0,2,0,1/07/2007,30/06/2008
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,CON,2008/09,0,2,0,1/07/2008,30/06/2009
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,CON,2009/10,0,2,0,1/07/2009,30/06/2010
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,CON,2010/11,0,2,0,1/07/2010,30/06/2011
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,CON,2011/12,0,2,0,1/07/2011,30/06/2012
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,CON,2012/13,0,2,0,1/07/2012,30/06/2013
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,CON,2013/14,0,2,0,1/07/2013,30/06/2014
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,CON,2014/15,0,2,0,1/07/2014,30/06/2015
AV,Audiovisual,T12,Medium secure inpatient occupied bed nights,CON,2015/16,0,2,0,1/07/2015,30/06/2016
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,BED,2006/07,0,0,0,1/07/2006,30/06/2007
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,BED,2007/08,0,0,0,1/07/2007,30/06/2008
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,BED,2008/09,0,0,0,1/07/2008,30/06/2009
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,BED,2009/10,0,0,0,1/07/2009,30/06/2010
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,BED,2010/11,0,0,0,1/07/2010,30/06/2011
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,BED,2011/12,0,0,0,1/07/2011,30/06/2012
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,BED,2012/13,0,0,0,1/07/2012,30/06/2013
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,BED,2013/14,0,0,0,1/07/2013,30/06/2014
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,BED,2014/15,0,0,0,1/07/2014,30/06/2015
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,BED,2015/16,0,0,0,1/07/2015,30/06/2016
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,CON,2006/07,0,2,0,1/07/2006,30/06/2007
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,CON,2007/08,0,2,0,1/07/2007,30/06/2008
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,CON,2008/09,0,2,0,1/07/2008,30/06/2009
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,CON,2009/10,0,2,0,1/07/2009,30/06/2010
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,CON,2010/11,0,2,0,1/07/2010,30/06/2011
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,CON,2011/12,0,2,0,1/07/2011,30/06/2012
AV,Audiovisual,T13,Minimum secure inpatient occupied bed nights,CON,2012/13,0,2,0,1/07/2012,30/06/2013
